,osm_id,Parent Category,Category,City,name,lat,lon
11615,3627434279,Administration,Embassy,Camayenne,Ambassade de la République Fédérale d'Allemagne,9.5122736,-13.7160043
11751,4398777985,Administration,Embassy,Camayenne,Ambassade de Palestine,9.5118561,-13.7160678
12338,4527581930,Administration,Embassy,Camayenne,Ambassade d'Égypte,9.5284346,-13.6810847
12339,4527583871,Administration,Embassy,Camayenne,Ambassade d'Arabie Saoudite,9.539021,-13.6838882
14442,5550526591,Administration,Embassy,Camayenne,Ambassade du Mali,9.5341111,-13.6894158
14619,5739440972,Administration,Embassy,Camayenne,Ambassade de l'ordre souverain de Malte,9.5133014,-13.7140225
14621,5739446754,Administration,Embassy,Camayenne,Consulat honoraire d'Ukraine,9.5124511,-13.7148281
14876,5960834346,Administration,Embassy,Camayenne,Ambassade du Ghana,9.5332632,-13.68982
14961,5991401181,Administration,Embassy,Camayenne,Consulat honoraire de la Nouvelle Zélande,9.5158575,-13.6973051
14964,5991403362,Administration,Embassy,Camayenne,Ambassade du Sénégal,9.5066805,-13.7165924
14970,5991403810,Administration,Embassy,Camayenne,Consulat Honoraire général des Philippines,9.5073359,-13.7164433
16145,8495130072,Administration,Embassy,Camayenne,Ambassade du Brésil,9.523817,-13.6861252
16231,8604134450,Administration,Embassy,Camayenne,Ambassade du Royaume-Uni,9.5238526,-13.6859962
17028,94837424,Administration,Embassy,Camayenne,Ambassade du Nigéria,9.513749320227124,-13.71575699659244
17509,532274797,Administration,Embassy,Camayenne,Ambassade de France,9.51167305869326,-13.715206540239935
17605,549630555,Administration,Embassy,Camayenne,Ambassade de Côte d'Ivoire,9.50847371160914,-13.715405472659546
17877,1031140622,Administration,Embassy,Camayenne,Ambassade de l'Afrique du Sud,9.525086328257686,-13.6827050694644
12340,4527585516,Administration,Embassy,Conakry,Ambassade de Malaisie,9.5368715,-13.6694813
14039,4758395252,Administration,Embassy,Conakry,Ambassade de la Sierra Leone,9.5578135,-13.6674257
14107,4960204422,Administration,Embassy,Conakry,Ambassade de Russie,9.5532954,-13.6442989
14533,5648644857,Administration,Embassy,Conakry,Ambassade de la Guinée Bissau,9.5618326,-13.6637658
14754,5861167941,Administration,Embassy,Conakry,Ambassade du Liberia,9.5990441,-13.6548467
14879,5960834487,Administration,Embassy,Conakry,Ambassade de la Roumanie,9.5431385,-13.6811103
15303,6343662790,Administration,Embassy,Conakry,Ambassade de Guinée Équatoriale,9.6044445,-13.6489313
15352,6354811585,Administration,Embassy,Conakry,Ambassade de Sierra Leone,9.6070585,-13.6433967
15862,7114720531,Administration,Embassy,Conakry,Ambassade des Émirats arabes unis,9.583456,-13.6658013
16018,7902461318,Administration,Embassy,Conakry,Consulat Honoraire de Bénin,9.605387,-13.6482982
16618,10107171255,Administration,Embassy,Conakry,Consulat du Congo Brazzaville,9.6055048,-13.6361875
17027,94837396,Administration,Embassy,Conakry,Ambassade des États-Unis d'Amérique,9.595179839077534,-13.636302388758022
17579,541215656,Administration,Embassy,Conakry,Consulat de l'Inde,9.54005095,-13.66690135
17020,38713075,Administration,Public Building,Camayenne,Palais Présidentiel,9.510560213483592,-13.717499680018411
17276,4800840,Administration,Public Building,Camayenne,Palais du Peuple,9.519949062633826,-13.693082369443008
17032,183044251,Administration,Public Building,Kindia,Centre de jeunesse,10.048065107396093,-12.85976258318045
17042,183059951,Administration,Public Building,Kindia,Inspection d'education,10.046746306132691,-12.862338230474485
17787,9246903,Education,College,Boké,Institut Supérieur des Mines et Géologie de Boké,10.976641399796026,-14.270040339122504
11902,4515288151,Education,College,Buedu,Collège de Oweit Djiba,8.4849585,-10.4090085
14755,5861167952,Education,College,Camayenne,Centre de formation International IS Touré,9.5274834,-13.6879282
17618,550010901,Education,College,Camayenne,ENI,9.511403789361433,-13.703372467546192
17639,552715558,Education,College,Camayenne,ENAM,9.5249328586632,-13.685138862438167
11506,973425173,Education,College,Conakry,École Nationale des Postes et Télécommunications,9.6105549,-13.6469853
11784,4432761460,Education,College,Conakry,Université Mercure Internationale,9.5810945,-13.6595607
11795,4475188191,Education,College,Conakry,Université Rene Levesque,9.5837895,-13.6443645
14152,5175589399,Education,College,Conakry,CFP donka,9.5396613,-13.679923
14404,5528603223,Education,College,Conakry,Université Général Lansana CONTE de Lambanyi,9.6364757,-13.6101755
14405,5528603224,Education,College,Conakry,olfac,9.6400777,-13.6110013
14528,5644903891,Education,College,Conakry,Université le Prince,9.6321667,-13.5911335
14561,5689022211,Education,College,Conakry,Institut Supérieur de Formation à Distance (ISFAD),9.6030598,-13.6408953
14677,5796995237,Education,College,Conakry,Institut de formation Technologie et Professionnelle Roi Mohamed VI,9.6037729,-13.6003049
15068,6039912904,Education,College,Conakry,Institut Supérieur Sage Femme de Kobaya,9.6550268,-13.6023449
15092,6044914999,Education,College,Conakry,Institut de formation et de perfectionnement en Santé,9.6330962,-13.6129143
15415,6372468504,Education,College,Conakry,Centre de Formation dans les Métiers du BTP et de l'Hôtellerie,9.6175338,-13.6326246
15722,6898451131,Education,College,Conakry,El Hadj Amadou Camara,9.5663479,-13.6344006
15752,6918587250,Education,College,Conakry,Institut de formation technique et professionnelle Koumba Diawara,9.5788842,-13.6197333
15753,6918614017,Education,College,Conakry,Université Victor Hugo de Sangoyah,9.611494,-13.5905234
15755,6918621109,Education,College,Conakry,Guinean Institute of Professionnel Studes,9.6097859,-13.5968704
15784,6973278621,Education,College,Conakry,CFP de Kipé,9.5946937,-13.6517036
17319,425099107,Education,College,Conakry,Institut Nako Diabaté,9.621789790782396,-13.582475605677834
17343,427595622,Education,College,Conakry,Centre de Formation Professionnelle de Matoto,9.60781011131821,-13.593549156610457
17359,428510365,Education,College,Conakry,Iforpark,9.55980661685661,-13.643615055114811
17407,452711289,Education,College,Conakry,ENSAC,9.541699058623292,-13.679661628654708
17483,504471080,Education,College,Conakry,Ecole Normale Supérieure de l'hôttellerie et du Tourisme,9.598744768317564,-13.652797715802924
17484,504471379,Education,College,Conakry,Ecole Franco-Guinéenne des Métiers,9.593572014783657,-13.657169338317614
17488,504477556,Education,College,Conakry,ISCAFG,9.616823560902173,-13.623512625068944
17681,578102634,Education,College,Conakry,Université Moderne de Gestion Appliquée (UMGA),9.63778151854654,-13.621519848192898
17722,592214067,Education,College,Conakry,Institut Supérieur des Sciences de l'Education de Guinée (ISSEG),9.644286448202179,-13.605416294095436
14335,5511948496,Education,College,Dubréka,Institut APEX Amadou SIDIBE,9.6507311,-13.5457413
14336,5511948498,Education,College,Dubréka,Université Roi Hassane 2,9.6458526,-13.5563872
14697,5809042772,Education,College,Dubréka,Institut Professionnel du Peuple,9.7156514,-13.5018409
15408,6365057805,Education,College,Dubréka,Institut Privée de la Santé Elhadj Mohamed Diawara,9.7831309,-13.5218375
15482,6407500681,Education,College,Dubréka,ENI de Dubreka,9.7876256,-13.5121077
15750,6918552470,Education,College,Dubréka,Institut de Formation de Personnel Paramédical de Guinée,9.6534083,-13.5300004
15751,6918569118,Education,College,Dubréka,Université & Institut Thierno Macka Barry,9.651806,-13.5411408
17430,480536208,Education,College,Dubréka,ISIC,9.690956820793419,-13.515358563170631
11881,4515284697,Education,College,Faranah,Collège Faranah Koura,10.0532486,-10.7446612
11882,4515284698,Education,College,Faranah,Collège Faranah Koura,10.053451,-10.7446383
11888,4515284704,Education,College,Faranah,Collège Faranah Koura,10.0535144,-10.7448784
11838,4515249300,Education,College,Forécariah,Lycée,9.4409444,-13.0789232
11841,4515249303,Education,College,Forécariah,Groupe Scolaire Kebeyah,9.4239786,-13.0731833
11842,4515249305,Education,College,Forécariah,Lycée,9.4409444,-13.0785799
11844,4515249308,Education,College,Forécariah,Groupe Scolaire Kebeyah,9.4243173,-13.0732477
11848,4515249312,Education,College,Forécariah,Groupe Scolaire Kebeyah,9.4241585,-13.0736876
17307,417670919,Education,College,Fria,GOBIKO,10.366548994634488,-13.590823469719423
17308,417670922,Education,College,Fria,HAJA M'MAH CAMARA,10.36742638344401,-13.590471662464447
11904,4515288290,Education,College,Gueckedou,Collège de Mongo,8.6101533,-10.2626754
11906,4515288292,Education,College,Gueckedou,Collège de Mongo,8.6127367,-10.2612792
17068,269143147,Education,College,Gueckedou,Collège Fabely de Koundou,8.6421312,-10.410573700000002
17071,269143152,Education,College,Gueckedou,Collège Fabely de Koundou,8.6417656,-10.41074415
17072,269143161,Education,College,Gueckedou,Collège Fabely de Koundou,8.642448253364947,-10.411456389218527
17073,269143171,Education,College,Gueckedou,Collège Fabely de Koundou,8.642539600000001,-10.4116956
17075,269143195,Education,College,Gueckedou,Bibliotheque du Collège Fabely de Koundou,8.642063948307245,-10.41156851830056
17099,269337503,Education,College,Gueckedou,bâtiment d'école,8.594800800000002,-10.130167499999999
17100,269337538,Education,College,Gueckedou,bâtiment d'école,8.59459305,-10.13048985
17141,270028792,Education,College,Gueckedou,Collège de Nongoua,8.514705330433088,-10.328475051482782
17142,270028800,Education,College,Gueckedou,Collège de Nongoua,8.515025197143661,-10.328670429032409
15593,6719809485,Education,College,Kankan,3 Avril,10.3709626,-9.3018603
17035,183044285,Education,College,Kindia,Centre de formation professionelle(C.F.P),10.04728225,-12.859184649999998
17041,183059949,Education,College,Kindia,College Stephane,10.037860615154392,-12.876942430336669
17045,183059959,Education,College,Kindia,College TAFORY,10.039447038889787,-12.87671920598058
17049,183059978,Education,College,Kindia,E.N.I,10.037308023504067,-12.873968813739657
17051,183059981,Education,College,Kindia,Colege Paul Keïta,10.035857837719396,-12.87868502516751
17332,426584888,Education,College,Kindia,Kindia 1,10.048367882111792,-12.862948842145913
17333,426584891,Education,College,Kindia,Kindia 1,10.048026863346339,-12.863624731286246
14605,5731985452,Education,College,Labé,Amphi A,11.2275599,-12.389026
14606,5731985453,Education,College,Labé,Amphi B,11.2281453,-12.3896375
14608,5731985456,Education,College,Labé,Departement informatique,11.2289187,-12.3893666
14609,5731985457,Education,College,Labé,Departement mathematiques,11.2275559,-12.3877345
14610,5731985458,Education,College,Labé,Faculté des lettres,11.2263799,-12.3873402
14611,5731985459,Education,College,Labé,Faculté des sciences et de gestions,11.2267522,-12.3875038
14613,5731986606,Education,College,Labé,Departement biologie appliquée,11.2257208,-12.3870344
17084,269260174,Education,College,Macenta,Lycée_Collège Wologbomè,8.553646844475784,-9.4856807123736
17085,269260175,Education,College,Macenta,Lycée Collège Wologbomè,8.554447799999998,-9.48561385
17120,269440440,Education,College,Macenta,Collège de Tripo Cabar,8.553815349999999,-9.445145400000001
17123,269440484,Education,College,Macenta,Collège de Tripo Cabar,8.553971900000002,-9.445219750000001
17124,269440509,Education,College,Macenta,bâtiment de l'éducation,8.553465,-9.444348849999999
17125,269440511,Education,College,Macenta,Collège de Tripo Cabar,8.554193288571746,-9.444838796748188
17126,269440526,Education,College,Macenta,Collège de Tripo Cabar,8.554044404114444,-9.444751912457132
14551,5662917393,Education,College,Mamou,Institut Supérieur de Technologie de Mamou,10.3500551,-12.097682
17221,312007931,Education,College,New Yekepa,Collège de N'zoo,7.683491066840031,-8.316730531900937
17222,312007932,Education,College,New Yekepa,Collège de N'zoo,7.6832158999999995,-8.316650549999999
17170,273071252,Education,College,Nzérékoré,Collège de Bounouma,7.645837403923448,-8.793956984094855
17171,273071255,Education,College,Nzérékoré,Collège de Bounouma,7.645699087756852,-8.793836887226366
17174,273071290,Education,College,Nzérékoré,Collège de Bounouma,7.6454544,-8.793945250000002
17175,273071296,Education,College,Nzérékoré,Collège de Bounouma,7.645362605582909,-8.794444166601345
11853,4515274569,Education,College,Sanniquellie,École de Santé de Diécké,7.3486288,-8.9494385
11855,4515274571,Education,College,Sanniquellie,Lycée Méthodiste Unie de Diécké,7.3381894,-8.9481225
11857,4515274573,Education,College,Sanniquellie,Lycée Méthodiste Unie de Diécké,7.3383497,-8.9486657
11861,4515274577,Education,College,Sanniquellie,École de Santé de Diécké,7.348702,-8.9494988
11862,4515274578,Education,College,Sanniquellie,Lycée Méthodiste Unie de Diécké,7.3381048,-8.9484157
11896,4515285405,Education,College,Seidu,Collège de Kobikoro,9.215479,-10.5457467
17297,411713438,Education,College,Seidu,Collège de Yomadou Doukono,8.949673801542385,-10.46455648421337
17298,411713467,Education,College,Seidu,Collège de Yomadou Doukono,8.949375100000001,-10.464123650000001
16472,9559993699,Education,College,Siguiri,École Régionale des Arts et Métiers,11.514986,-9.150008
17294,399546720,Education,College,Télimélé,Internationales Institut für medizinische Ausbildung,10.892510831956585,-13.029057491329128
11918,4515290819,Education,College,Yomou,Collège,7.9001271,-9.3631325
17200,299813687,Education,College,Yomou,Le Lycle Collège de Koyama,7.901376750000001,-9.361559799999998
17201,299813693,Education,College,Yomou,Le Lycle Collège de Koyama,7.901864608988126,-9.362317359770541
17202,299813695,Education,College,Yomou,Le Lycle Collège de Koyama,7.901908911808533,-9.361780364986739
17203,299813699,Education,College,Yomou,Le Lycle Collège de Koyama,7.901506034669834,-9.362429251986315
15235,6206774056,Education,Library,Boké,Salle de lecture,10.9337854,-14.2895486
15254,6249891417,Education,Library,Boké,Bibliothèque Universitaire,10.9751653,-14.2716077
14793,5895184273,Education,Library,Conakry,Point de lecture Afia,9.5698982,-13.6501691
15307,6345637939,Education,Library,Conakry,Point de Lecture de Landrea,9.5429897,-13.6795317
14254,5379580142,Education,Library,Dubréka,Bibliothèque universitaire,9.6814136,-13.5805733
14255,5379580146,Education,Library,Dubréka,bibliothèque américaine,9.6803423,-13.5825329
14411,5537705322,Education,Library,Dubréka,Cité Orange,9.6862967,-13.564275
12334,4519867554,Education,Library,Kankan,American Reading Room,10.3746635,-9.3009124
14607,5731985454,Education,Library,Labé,Bibliothéque,11.2279032,-12.3881248
13408,4541903268,Education,Library,Macenta,Theoro Jacques,8.5471231,-9.4674368
14001,4543522936,Education,Library,Macenta,Librairie Papeterie Guelaba,8.5448138,-9.4745522
15790,6991904530,Education,Library,Mandiana,Bibliothèque,10.6219174,-8.6935238
17206,303686215,Education,Library,Télimélé,Gougoudje Library,10.819816179840585,-12.989507097309534
16105,8385209017,Emergency Services,Fire Station,Conakry,Sapeurs-pompiers de Matoto,9.6018296,-13.6019168
16130,8426347320,Emergency Services,Fire Station,Conakry,Sapeurs-pompiers de Ratoma,9.6243357,-13.6242819
16250,8711817017,Emergency Services,Fire Station,Faranah,sapeurs-pompiers de Faranah,10.0446722,-10.737897
16251,8711817018,Emergency Services,Fire Station,Labé,sapeurs-pompiers de Labé,11.3146616,-12.2833884
16252,8711817117,Emergency Services,Fire Station,Mamou,sapeurs-pompiers de Mamou,10.3721235,-12.0847954
2377,5991404586,Faith and Religion,Christian,Camayenne,Paroisse St Joseph Ouvrier,9.5119216,-13.7047431
2416,7020605621,Faith and Religion,Christian,Camayenne,Paroisse Saint Jean le Divin de Fotoba,9.5071617,-13.8016807
2369,5310257527,Faith and Religion,Christian,Conakry,Salle de royaume des témoins de Jéhovah,9.6517262,-13.601347
2370,5425641484,Faith and Religion,Christian,Conakry,Communauté Missionnaire Chrétienne,9.6000717,-13.6066237
2376,5970665370,Faith and Religion,Christian,Conakry,Paroisse St Pierre et St Paul de Bonfi,9.5610409,-13.6404094
2378,5996719084,Faith and Religion,Christian,Conakry,Église Évangélique Saint Feu,9.613735,-13.635408
2395,6227201299,Faith and Religion,Christian,Conakry,Salle du Royaume des Témoins de Jéhovah,9.5994756,-13.6529391
2398,6372468853,Faith and Religion,Christian,Conakry,Église Protestante de Nongo,9.6256005,-13.630921
2399,6387426404,Faith and Religion,Christian,Conakry,Paroisse Notre Dame des Monts d'Hamdallaye,9.5712995,-13.650824
2407,6401054015,Faith and Religion,Christian,Conakry,Salle du Royaume des Témoins de Jéhovah,9.5560461,-13.6506059
2408,6451799445,Faith and Religion,Christian,Conakry,Église chrétienne,9.605308,-13.6376005
11421,425097401,Faith and Religion,Christian,Conakry,Eglise 2eme Porte,9.61993297377709,-13.582389398976412
11431,441775784,Faith and Religion,Christian,Conakry,Eglise Protestante,9.624181467895925,-13.611306377360595
11432,442790733,Faith and Religion,Christian,Conakry,Cour de l'Eglise NEO APOSTOLIQUE,9.577157620503222,-13.625376796026561
11433,446494258,Faith and Religion,Christian,Conakry,Eglise peranzim,9.579422680774854,-13.625696846468408
11434,447793929,Faith and Religion,Christian,Conakry,Paroisse Saint André de Hafia,9.556949291195215,-13.660940809151471
11437,453935776,Faith and Religion,Christian,Conakry,Église Pentecôte Alléluia,9.55828685,-13.664572699999997
11446,504464865,Faith and Religion,Christian,Conakry,Eglise Bienheureuse Anne Marie,9.618666524826615,-13.63878943597074
11469,559282707,Faith and Religion,Christian,Conakry,Eglise Saint Augustin de Taouyah,9.58095511070328,-13.658889971416446
11474,587350304,Faith and Religion,Christian,Conakry,JW.ORG,9.59914762189089,-13.653032433017803
11475,591690812,Faith and Religion,Christian,Conakry,Eglise Saint Odile simbaya,9.629825531265825,-13.596130376841643
11477,615583883,Faith and Religion,Christian,Conakry,Winners Chapel Int'l Guinée Conakry,9.607595852240612,-13.600962039136412
2379,6023245443,Faith and Religion,Christian,Dubréka,Église,9.6701663,-13.5642314
11461,547246727,Faith and Religion,Christian,Dubréka,Salle de royaume Des témoins de Jehovah,9.659354070749911,-13.53187120488334
11497,775265868,Faith and Religion,Christian,Dubréka,Saint Charles louanga,9.663116117196529,-13.564990134634465
11413,330557232,Faith and Religion,Christian,Fria,CHRIST ROI,10.363314025167464,-13.582063287191788
2352,4394631043,Faith and Religion,Christian,Gueckedou,Église Notre-Dame du Rosaire de Guéckédou,8.5596391,-10.1348332
2354,4534784672,Faith and Religion,Christian,Gueckedou,Église du Christe,8.5086283,-10.3356915
2355,4534788992,Faith and Religion,Christian,Gueckedou,Église,8.6192296,-10.2578406
11452,534409531,Faith and Religion,Christian,Kamsar,Église St Jean Baptiste,10.66831735,-14.60212805
11400,182192256,Faith and Religion,Christian,Kindia,Eglise Catholique,10.049492530773136,-12.856889546693868
2348,2165195248,Faith and Religion,Christian,Kissidougou,Église protestante évangélique,9.1925284,-10.0573616
2397,6349834590,Faith and Religion,Christian,Kissidougou,Paroisse saint kisito de walto,9.0143117,-10.08862
2409,6532558161,Faith and Religion,Christian,Kissidougou,Église catholique St Bernard,8.9240911,-10.0446867
2411,6757164684,Faith and Religion,Christian,Kissidougou,EGLISE CATHOLIQUE DE BARDOU,9.0330973,-9.8653128
2358,4541350987,Faith and Religion,Christian,Lola,Église Catholique,7.8341219,-8.5841764
2360,4543266993,Faith and Religion,Christian,Lola,Église Protestante de Bangoueta,7.7743931,-8.6732735
11427,427644983,Faith and Religion,Christian,Lola,Mission Catholic,7.800764522445364,-8.533762901745854
11458,537933183,Faith and Religion,Christian,Lélouma,Eglise de Lélouma,11.423320931515386,-12.680739596921494
2347,1885972787,Faith and Religion,Christian,Mamou,Église protestante évangélique de Mamou,10.3728276,-12.0827937
11440,485289202,Faith and Religion,Christian,Sanniquellie,New Generation Pentecost Church Inc.,7.263955436881256,-8.931547981254173
11495,724126428,Faith and Religion,Christian,Sanniquellie,Bible Faith Christian Church Inc.,7.248693750000001,-8.991438000000002
2359,4543188571,Faith and Religion,Christian,Seidu,Église Néo Apostolique,8.9485526,-10.4646544
2356,4541335380,Faith and Religion,Christian,Yomou,Église,7.7292793,-9.2086753
11473,585541412,Faith and Religion,Christian Anglican,Conakry,Église Anglicane,9.582715846412912,-13.658457270237712
2394,6206866515,Faith and Religion,Christian Catholic,Boké,Église Sacré Coeur,10.9281747,-14.2910307
11414,338940210,Faith and Religion,Christian Catholic,Camayenne,Cathédrale Toussaints,9.507823027347762,-13.710374608387754
11463,549242648,Faith and Religion,Christian Catholic,Camayenne,Cathédrale Sainte-Marie,9.510165720996703,-13.715438216101571
2382,6044920982,Faith and Religion,Christian Catholic,Conakry,Mission Catholique ONEC-G,9.6360507,-13.6220885
2422,8480157818,Faith and Religion,Christian Catholic,Conakry,Paroisse Catholique Saint Michel de Coleah,9.538683,-13.675287
11464,552248880,Faith and Religion,Christian Catholic,Coyah,Paroisse de l'Eglise catholique,9.710015642807829,-13.39204078673569
11426,427644709,Faith and Religion,Christian Catholic,Lola,CATHEDRALE PREFECTORALE DE LOLA,7.800764522445364,-8.533762901745854
2363,5179559125,Faith and Religion,Christian Catholic,Nzérékoré,Cathédrale de Saint Marie De N'Zérékoré,7.7518319,-8.8116785
2372,5550524720,Faith and Religion,Christian Evangelical,Conakry,Église assemblée de Dieu,9.5801299,-13.6593296
2380,6044919130,Faith and Religion,Christian Evangelical,Conakry,Église Mission de la bonne nouvelle,9.6384699,-13.615421
2381,6044919156,Faith and Religion,Christian Evangelical,Conakry,Mission évangélique Christ Outreach,9.6332179,-13.61018
11471,578102733,Faith and Religion,Christian Evangelical,Conakry,Maison Évangélique RHEMA,9.640964293758174,-13.609367143663928
11472,584321305,Faith and Religion,Christian Evangelical,Conakry,église Assemblée de Dieu,9.570215271892826,-13.649910830504187
11484,641003680,Faith and Religion,Christian Evangelical,Conakry,Mission Évangélique de Calvaire,9.595389180707327,-13.629774361625552
11476,615565338,Faith and Religion,Christian Protestant,Conakry,Église protestante évangélique de Coleah,9.535314297308291,-13.678340815426006
11404,207832375,Faith and Religion,Christian Protestant,Kankan,Église protestante évangélique de Kankan,10.380338798580569,-9.298297169691995
11402,183059975,Faith and Religion,Christian Protestant,Kindia,Église protestante,10.038098852025362,-12.87729026717504
11399,175887631,Faith and Religion,Christian Protestant,Kissidougou,Église protestante évangélique de Kissidougou centre,9.188371100000001,-10.095253399999999
11406,269307003,Faith and Religion,Christian Protestant,Kissidougou,Église protestante évangélique de Korodou,9.172011246313804,-10.092313928158923
11449,519887138,Faith and Religion,Christian Protestant,Kissidougou,Église protestante évangélique de Sogbe,9.223986750000002,-10.111364100000001
11450,519887139,Faith and Religion,Christian Protestant,Kissidougou,Église protestante évangélique de M'Balia,9.194791611247464,-10.109236922983865
2392,6137325477,Faith and Religion,Christian Protestant,Labé,Église Protestante,11.3168209,-12.2780012
11492,681341626,Faith and Religion,Muslim,Boffa,mosquée de Moussayah,9.980276005555034,-13.816911772112634
2396,6341900098,Faith and Religion,Muslim,Boké,Mosquée orphelina,10.9065529,-14.2955947
2400,6390453000,Faith and Religion,Muslim,Boké,Mosquée kambagui,10.8135243,-14.2583208
2401,6390455791,Faith and Religion,Muslim,Boké,Mosquée Djoumaya,10.8367402,-14.2479315
2413,6866269194,Faith and Religion,Muslim,Camayenne,Internat Centre Islamique Tombo,9.5228642,-13.6908652
2415,7019829355,Faith and Religion,Muslim,Camayenne,Mosquée kassa,9.4616636,-13.7444597
11428,427802714,Faith and Religion,Muslim,Camayenne,Mosquée Fayçale,9.533614109241517,-13.684278644376802
11480,618111515,Faith and Religion,Muslim,Camayenne,Mosquée de Kebeyah Coléah,9.531456677892661,-13.681341631764209
11498,777668511,Faith and Religion,Muslim,Camayenne,Mosquée Sénégalaise,9.50898445,-13.70852485
2424,8575176495,Faith and Religion,Muslim,Catió,Mosquée kantcharian,10.8902791,-15.0447577
2425,8575279895,Faith and Religion,Muslim,Catió,Mosquée de kamcthambom,10.8848098,-15.0369756
2427,8578378889,Faith and Religion,Muslim,Catió,Mosquée de katchembè,10.8581237,-15.0392086
2428,8578395004,Faith and Religion,Muslim,Catió,Mosquée karabath,10.8920178,-15.0457732
2429,8583881273,Faith and Religion,Muslim,Catió,Mosquée de katchék,10.8865364,-15.0586505
2375,5866699808,Faith and Religion,Muslim,Conakry,Mosquée de Yimbaya,9.5893579,-13.6071613
2388,6082075888,Faith and Religion,Muslim,Conakry,Mosquée Siakhaya,9.6281249,-13.5775396
2389,6082076494,Faith and Religion,Muslim,Conakry,Mosquée Banque Mondiale,9.632904,-13.5766509
2390,6082081807,Faith and Religion,Muslim,Conakry,Mosquée Alia,9.6308933,-13.5798946
2391,6082103288,Faith and Religion,Muslim,Conakry,Mosquée Koniaka,9.6324986,-13.579354
2393,6203105185,Faith and Religion,Muslim,Conakry,MASDJID SALAM,9.627269,-13.6319386
11398,94837381,Faith and Religion,Muslim,Conakry,Mosquée Diallo Samba,9.605719655095115,-13.62954752487299
11430,437609676,Faith and Religion,Muslim,Conakry,Heremakono,9.560314693972716,-13.644100324556238
11438,453999513,Faith and Religion,Muslim,Conakry,mosquée Général Lansana Conté,9.564407846611735,-13.62913531978027
11439,467953599,Faith and Religion,Muslim,Conakry,Grande Mosquée de Madina,9.543215277264375,-13.66699580113006
11447,504484005,Faith and Religion,Muslim,Conakry,Mosquée Bambéto,9.587339396744193,-13.634991769886026
11462,547949633,Faith and Religion,Muslim,Conakry,Mosquée Rogbane,9.579706640703556,-13.663350304107418
11466,552710495,Faith and Religion,Muslim,Conakry,Mosquée Laptoyah,9.53303935,-13.679998849999999
11467,554580228,Faith and Religion,Muslim,Conakry,Mosquée Kondeboumyi,9.60586741969275,-13.598413317783308
11468,558392795,Faith and Religion,Muslim,Conakry,IDDEF,9.590840349043004,-13.628851650338468
11470,559926162,Faith and Religion,Muslim,Conakry,Mosquée Al Khadre,9.598013057748355,-13.6515376222288
11478,617727225,Faith and Religion,Muslim,Conakry,Mosquée Waliyoullahi El.H Ibrahima Camara,9.5705785161319,-13.632934282527732
11479,618111291,Faith and Religion,Muslim,Conakry,Mosquée de Boussoura,9.547451670174166,-13.662478876039907
11481,618372785,Faith and Religion,Muslim,Conakry,Mosquée de Mafanco,9.538266354842023,-13.670834529709687
11482,620999264,Faith and Religion,Muslim,Conakry,Mosquée Dixinn Bora,9.549482943206655,-13.664418623733814
11487,647030563,Faith and Religion,Muslim,Conakry,Mosquée Kadafi,9.63538469522501,-13.575018893883406
11488,647039662,Faith and Religion,Muslim,Conakry,Mosquée Maimounaya,9.635150349833443,-13.578517533335146
11489,647048680,Faith and Religion,Muslim,Conakry,Nouvelle Clinique Hadja Salematou Chérif,9.635396966509461,-13.578903860866054
11493,682413138,Faith and Religion,Muslim,Conakry,Mosquée Tabossy,9.63999740078732,-13.593697576902514
11496,744918300,Faith and Religion,Muslim,Conakry,Mosquée Fofana,9.590898556445005,-13.650606361261127
2412,6847366888,Faith and Religion,Muslim,Coyah,Mosquée El Hadj Ousmane Cissé,9.6941509,-13.382636
11465,552249581,Faith and Religion,Muslim,Coyah,Mosquée Centrale de Coyah,9.705845223410789,-13.384624442143272
2449,9395174637,Faith and Religion,Muslim,Dalaba,Mosquée de Soriyah,10.6873703,-12.179092
2451,9440347217,Faith and Religion,Muslim,Dalaba,Mosque of SOINDE,10.6514525,-12.1376106
11424,427020057,Faith and Religion,Muslim,Dalaba,GRANDE MOSQUEE DE NIAGARA,10.760960002160461,-11.794845175525559
11441,488252027,Faith and Religion,Muslim,Dalaba,Mosquée centrale de Dalaba,10.691028919305701,-12.24734757960618
11490,668929703,Faith and Religion,Muslim,Dalaba,Foumgouba,10.868401844893683,-12.112998514705852
11416,400894915,Faith and Religion,Muslim,Dubréka,Moussayah,9.6566565,-13.57312335
11443,496245184,Faith and Religion,Muslim,Dubréka,Mosquée Rail,9.713213933404456,-13.500753059886451
11444,500566985,Faith and Religion,Muslim,Dubréka,Mosquée de Kakiwondi,9.712947069280435,-13.50635117743812
11483,621355204,Faith and Religion,Muslim,Dubréka,Mosquée Centrale de Dubréka,9.79135610512668,-13.517699544348611
11415,339882210,Faith and Religion,Muslim,Forécariah,Grande Mosquée Préfectorale,9.43237213361504,-13.093105861888015
11419,417641295,Faith and Religion,Muslim,Fria,MOSQUEE DE SABENDE,10.360499280856684,-13.584457848968082
11407,269444302,Faith and Religion,Muslim,Gueckedou,Mosquée de Gueckedou,8.55932637571433,-10.128934210576624
2420,8201089297,Faith and Religion,Muslim,Kambia,Mosquée de Contah,9.1785567,-13.1488936
2371,5445612368,Faith and Religion,Muslim,Kamsar,Mosqué Filima,10.6534137,-14.5573591
